id|name|description|area|type|tier_icon|client_sort_id
1488|Equip a Piece of the Golden Prospector set|Equip either a Golden prospector helmet, a Golden prospector jacket, some Golden prospector legs or Golden prospector boots.|Asgarnia|Other|2318|532
504|Achieve Your First Level 60|Reach level 60 in any skill.|Global|Skill|2319|533
505|Achieve Your First Level 70|Reach level 70 in any skill.|Global|Skill|2319|534
506|Achieve Your First Level 80|Reach level 80 in any skill.|Global|Skill|2319|535
515|Reach Total Level 1500|Reach a Total Level of 1500.|Global|Skill|2319|536
516|Reach Total Level 1750|Reach a Total Level of 1750.|Global|Skill|2319|537
527|Reach Base Level 60|Reach level 60 in every skill.|Global|Skill|2319|538
528|Reach Base Level 70|Reach level 70 in every skill.|Global|Skill|2319|539
713|Reach Combat Level 100|Reach Combat Level 100.|Global|Combat|2319|540
714|Reach Combat Level 110|Reach Combat Level 110.|Global|Combat|2319|541
1499|Max out 10 Fragments|Achieve the maximum level on 10 Fragments.|Global|Other|2319|542
1502|Activate 2 Set Effects|Fully activate 2 Set Effects simultaneously with your equipped Fragments.|Global|Other|2319|543
9|Fill 5 Master Clue Collection Log Slots|Fill 5 slots in the Master Clue section of the Collection Log.|Global|Minigame|2319|544
12|Equip a Full Gilded or Trimmed Wizard Set|Equip either a full set of Gilded wizard robes or a full set of Trimmed wizard robes.|Global|Minigame|2319|545
13|Equip a Full Vestment Set|Equip a full set of Vestment robes with all pieces aligned to the same god.|Global|Minigame|2319|546
16|Equip a Full Gilded Set|Equip either a full set of Gilded Rune Armour or a full set of Gilded Dragonhide Armour.|Global|Minigame|2319|547
17|Equip a Full God Rune Set|Equip a full set of God Rune Armour with all pieces aligned to the same god.|Global|Minigame|2319|548
20|Equip a Full God Dragonhide Set|Equip a full set of God Dragonhide Armour with all pieces aligned to the same god.|Global|Minigame|2319|549
22|Equip an Ornament Kit Item|Equip any item that has an Ornament Kit attached to it.|Global|Minigame|2319|550
24|Equip Some Ranger Boots|Equip a pair of Ranger Boots.|Global|Minigame|2319|551
31|Fill 10 Elite Clue Collection Log Slots|Fill 10 slots in the Elite Clue section of the Collection Log.|Global|Minigame|2319|552
39|Fill 15 Hard Clue Collection Log Slots|Fill 15 slots in the Hard Clue section of the Collection Log.|Global|Minigame|2319|553
58|Fill 20 Medium Clue Collection Log Slots|Fill 20 slots in the Medium Clue section of the Collection Log.|Global|Minigame|2319|554
66|Fill 20 Easy Clue Collection Log Slots|Fill 20 slots in the Easy Clue section of the Collection Log.|Global|Minigame|2319|555
85|Fill 10 Beginner Clue Collection Log Slots|Fill 10 slots in the Beginner Clue section of the Collection Log.|Global|Minigame|2319|556
93|Gain 10 Unique Items From Master Clues|Gain 10 unique items from Master Clue Scroll Reward Caskets.|Global|Minigame|2319|557
102|Gain 10 Unique Items From Elite Clues|Gain 10 unique items from Elite Clue Scroll Reward Caskets.|Global|Minigame|2319|558
111|Gain 20 Unique Items From Hard Clues|Gain 20 unique items from Hard Clue Scroll Reward Caskets.|Global|Minigame|2319|559
120|Gain 25 Unique Items From Medium Clues|Gain 25 unique items from Medium Clue Scroll Reward Caskets.|Global|Minigame|2319|560
129|Gain 35 Unique Items From Easy Clues|Gain 35 unique items from Easy Clue Scroll Reward Caskets.|Global|Minigame|2319|561
138|Gain 35 Unique Items From Beginner Clues|Gain 35 unique items from Beginner Clue Scroll Reward Caskets.|Global|Minigame|2319|562
147|Gain a Unique Item From a Master Clue|Gain a unique item from a Master Clue Scroll Reward Casket.|Global|Minigame|2319|563
157|Gain a Unique Item From an Elite Clue|Gain a unique item from an Elite Clue Scroll Reward Casket.|Global|Minigame|2319|564
174|Complete a Master Clue Scroll|Complete a Master Clue Scroll by opening a Reward Casket.|Global|Minigame|2319|565
184|Complete an Elite Clue Scroll|Complete an Elite Clue Scroll by opening a Reward Casket.|Global|Minigame|2319|566
228|Restore 75 Prayer Points at an Altar|Restore 75 or more Prayer Points at any altar.|Global|Combat|2319|567
229|Reach a Prayer Bonus of 30|Equip enough items to reach a Prayer Bonus of 30 or more.|Global|Combat|2319|568
237|100 Wintertodt Kills|Help the pyromancers subdue the Wintertodt 100 times.|Kourend & Kebos|Skill|2319|569
1492|150 Wintertodt Kills|Help the pyromancers subdue the Wintertodt 150 times.|Kourend & Kebos|Skill|2319|570
238|200 Wintertodt Kills|Help the pyromancers subdue the Wintertodt 200 times.|Kourend & Kebos|Skill|2319|571
1493|225 Wintertodt Kills|Help the pyromancers subdue the Wintertodt 225 times.|Kourend & Kebos|Skill|2319|572
250|Complete 110 Farming Contracts|Complete 110 Farming Contracts for Guildmaster Jane in the Farming Guild.|Kourend & Kebos|Skill|2319|573
251|Complete 120 Farming Contracts|Complete 120 Farming Contracts for Guildmaster Jane in the Farming Guild.|Kourend & Kebos|Skill|2319|574
252|Complete 130 Farming Contracts|Complete 130 Farming Contracts for Guildmaster Jane in the Farming Guild.|Kourend & Kebos|Skill|2319|575
253|Complete 150 Farming Contracts|Complete 150 Farming Contracts for Guildmaster Jane in the Farming Guild.|Kourend & Kebos|Skill|2319|576
273|Plant 100 Bologano Seeds|Plant 100 Bologano seeds in the Tithe Farm minigame.|Kourend & Kebos|Skill|2319|577
276|Enter the Farming Guild's Mid Tier|Enter the mid tier of the Farming Guild in the Kebos Lowlands.|Kourend & Kebos|Skill|2319|578
279|Serve 20 Pizzas in the Mess Hall|Make and serve 20 Pineapple pizzas in the Mess Hall in Hosidius, whilst having at least 30% appreciation.|Kourend & Kebos|Skill|2319|579
283|Obtain Adamantite Ore at the Blast Mine|Obtain a piece of Adamantite ore while taking part in the Blast Mine.|Kourend & Kebos|Skill|2319|580
285|Chop a Magic Log at the Forsaken Tower|Chop a log from the Magic trees around the Forsaken Tower.|Kourend & Kebos|Skill|2319|581
286|Cast Resurrect Crops|Cast the spell Resurrect Crops from the Arceuus spellbook.|Kourend & Kebos|Skill|2319|582
325|1250 Lizardmen Shaman Kills|Help the Shayzien House by killing 1250 Lizardmen shamans.|Kourend & Kebos|Combat|2319|583
326|1500 Lizardmen Shaman Kills|Help the Shayzien House by killing 1500 Lizardmen shamans.|Kourend & Kebos|Combat|2319|584
328|1 Sarachnis Kill|Kill Sarachnis in the Forthos Dungeon.|Kourend & Kebos|Combat|2319|585
329|25 Sarachnis Kills|Kill Sarachnis in the Forthos Dungeon 25 times.|Kourend & Kebos|Combat|2319|586
330|50 Sarachnis Kills|Kill Sarachnis in the Forthos Dungeon 50 times.|Kourend & Kebos|Combat|2319|587
331|75 Sarachnis Kills|Kill Sarachnis in the Forthos Dungeon 75 times.|Kourend & Kebos|Combat|2319|588
332|100 Sarachnis Kills|Kill Sarachnis in the Forthos Dungeon 100 times.|Kourend & Kebos|Combat|2319|589
333|150 Sarachnis Kills|Kill Sarachnis in the Forthos Dungeon 150 times.|Kourend & Kebos|Combat|2319|590
334|200 Sarachnis Kills|Kill Sarachnis in the Forthos Dungeon 200 times.|Kourend & Kebos|Combat|2319|591
339|1 Skotizo Kill|Kill Skotizo beneath the Catacombs of Kourend.|Kourend & Kebos|Combat|2319|592
340|10 Skotizo Kills|Kill Skotizo beneath the Catacombs of Kourend 10 times.|Kourend & Kebos|Combat|2319|593
359|1 Chambers of Xeric|Complete the Chambers of Xeric.|Kourend & Kebos|Minigame|2319|594
360|25 Chambers of Xeric|Complete the Chambers of Xeric 25 times.|Kourend & Kebos|Minigame|2319|595
361|50 Chambers of Xeric|Complete the Chambers of Xeric 50 times.|Kourend & Kebos|Minigame|2319|596
362|75 Chambers of Xeric|Complete the Chambers of Xeric 75 times.|Kourend & Kebos|Minigame|2319|597
363|100 Chambers of Xeric|Complete the Chambers of Xeric 100 times.|Kourend & Kebos|Minigame|2319|598
368|1 Chambers of Xeric Challenge Mode|Complete the Chambers of Xeric Challenge Mode.|Kourend & Kebos|Minigame|2319|599
369|10 Chambers of Xeric Challenge Mode|Complete the Chambers of Xeric Challenge Mode 10 times.|Kourend & Kebos|Minigame|2319|600
377|Receive 1 Chambers of Xeric Unique|Receive a unique drop from completing the Chambers of Xeric.|Kourend & Kebos|Minigame|2319|601
381|Teleport to Xeric's Honour|Teleport to Xeric's Honour using Xeric's talisman.|Kourend & Kebos|Other|2319|602
382|Equip a Dragon Warhammer|Obtain and equip a Dragon warhammer.|Kourend & Kebos|Other|2319|603
384|Equip Boots of Brimstone|Obtain and equip a pair of Boots of brimstone.|Global|Other|2319|604
385|Equip a Dust Battlestaff|Obtain and equip a Dust battlestaff.|Global|Other|2319|605
386|Equip a Mist Battlestaff|Obtain and equip a Mist battlestaff.|Global|Other|2319|606
412|Kourend and Kebos Hard Diary Tasks|Complete all tasks in the hard tier of the Kourend and Kebos achievement diary.|Kourend & Kebos|Achievement|2319|607
418|Open 100 Grubby Chests|Open the grubby chest in the Forthos Dungeon 100 times.|Kourend & Kebos|Other|2319|608
426|Steal 125 Artefacts|Steal 125 artefacts for Captain Khaled in Piscarilius.|Kourend & Kebos|Skill|2319|609
434|Turn in 500 Library Books|Find and turn in 500 books in the Arceuus Library.|Kourend & Kebos|Other|2319|610
470|1 Mimic Kill|Kill the Mimic as part of a Treasure Trail.|Global|Combat|2319|611
471|5 Mimic Kills|Kill the Mimic as part of a Treasure Trail 5 times.|Global|Combat|2319|612
483|Cast Kourend Castle Teleport|Cast the spell Kourend Castle Teleport after unlocking it by reading transportation incantations.|Kourend & Kebos|Other|2319|613
487|Equip the Farmer's Outfit|Equip a full set of the Farmer's outfit, purchased from the Tithe Farm minigame.|Kourend & Kebos|Minigame|2319|614
489|Equip the Pyromancer's Garb|Equip a full set of Pyromancer's garb, rewarded from the Wintertodt.|Kourend & Kebos|Minigame|2319|615
585|Steal From a Gem Stall|Steal from a Gem Stall.|Global|Skill|2319|616
592|Check a grown Palm Tree|Check the health of a Palm Tree you've grown.|Global|Skill|2319|617
593|Dig Up Some Magic Roots|Dig up some Magic Roots from a Magic Tree you've grown.|Global|Skill|2319|618
601|Chop 75 Magic Logs|Chop 75 Magic Logs from Magic Trees.|Global|Skill|2319|619
608|Cook 100 Sharks|Cook 100 Raw Sharks.|Global|Skill|2319|620
615|Mine 50 Adamantite Ore|Mine 50 Adamantite Ore.|Global|Skill|2319|621
622|Fletch a Magic Shortbow|Fletch a Magic Shortbow.|Global|Skill|2319|622
623|Fletch a Rune Crossbow|Fletch a Rune Crossbow.|Global|Skill|2319|623
631|Defeat a Slayer Boss|Defeat any Slayer Boss.|Global|Combat|2319|624
632|Complete 50 Slayer Tasks|Complete 50 Slayer Tasks.|Global|Combat|2319|625
633|Complete 100 Slayer Tasks|Complete 100 Slayer Tasks.|Global|Combat|2319|626
634|Defeat 10 Superior Slayer Creatures|Defeat 10 Superior Slayer Creatures.|Global|Combat|2319|627
635|Defeat 20 Superior Slayer Creatures|Defeat 20 Superior Slayer Creatures.|Global|Combat|2319|628
645|Craft a Dragonstone Amulet|Craft a Dragonstone Amulet.|Global|Skill|2319|629
646|Craft 30 Blue Dragonhide Bodies|Craft 30 Blue Dragonhide Bodies.|Global|Skill|2319|630
654|Catch 100 Shark|Catch 100 Raw Shark whilst Fishing.|Global|Skill|2319|631
661|Smith 1,000 Adamant Dart Tips|Use an Anvil to smith 1,000 Adamant Dart Tips.|Kharidian Desert|Skill|2319|632
662|Smelt a Runite Bar|Use a Furnace to smelt a Runite Bar.|Global|Skill|2319|633
670|Fill a Hard S.T.A.S.H. Unit|Build a Hard S.T.A.S.H. unit and fill it with the relevant items.|Global|Skill|2319|634
671|Build an Achievement Gallery|Build an Achievement Gallery in your Player Owned House.|Global|Skill|2319|635
678|Craft 2500 Essence Into Runes|Use Runecrafting Altars to craft 2500 essence into runes of any type.|Global|Skill|2319|636
685|Burn 100 Yew Logs|Burn 100 Yew Logs.|Global|Skill|2319|637
686|Burn Some Magic Logs|Burn some Magic Logs.|Global|Skill|2319|638
692|Catch a Dragon Impling|Catch a Dragon Impling.|Global|Skill|2319|639
698|Complete 250 Laps of a Rooftop Agility Course|Complete 250 laps of any Rooftop Agility Course.|Global|Skill|2319|640
705|Make a Saradomin Brew|Make a Saradomin Brew.|Global|Skill|2319|641
706|Clean 100 Grimy Dwarf Weed|Clean 100 Grimy Dwarf Weed.|Global|Skill|2319|642
723|Equip a Dragon Weapon|Equip any Dragon weapon.|Global|Combat|2319|643
733|Equip a Full Black Dragonhide Set|Equip a Black Dragonhide Body, some Black Dragonhide Chaps and some Black Dragonhide Vambraces.|Global|Combat|2319|644
736|Equip a Magic Shortbow|Equip a Magic Shortbow.|Global|Combat|2319|645
737|Equip a Rune Crossbow|Equip a Rune Crossbow.|Global|Combat|2319|646
744|Equip a Combination Battlestaff or Mystic Staff|Equip either a Combination Battlestaff or a Combination Mystic Staff.|Global|Combat|2319|647
745|Cast a Wave Spell|Cast any wave spell.|Global|Combat|2319|648
746|Cast a Surge Spell|Cast any surge spell.|Global|Combat|2319|649
748|Set up a Magic Bird House|Set up a Magic Bird House on Fossil Island.|Misthalin|Skill|2319|650
750|Catch 200 Implings in Puro-Puro|Catch 200 Implings in Puro-Puro.|Misthalin|Minigame|2319|651
757|Buy an Ash Covered Tome|Buy an Ash Covered Tome from Petrified Pete's Ore Shop on Fossil Island.|Misthalin|Minigame|2319|652
761|Check a grown Magic Tree in Lumbridge|Check the health of a Magic Tree you've grown in Lumbridge.|Misthalin|Skill|2319|653
762|Check a grown Mahogany Tree|Check the health of a Mahogany Tree you've grown on Fossil Island.|Misthalin|Skill|2319|654
765|Steal a Diamond in Dorgesh-Kaan|Steal a Diamond from a chest in Dorgesh-Kaan.|Asgarnia|Skill|2319|655
770|Take the Advanced Shortcut to the Cosmic Altar|Use the Advanced Narrow Walkway Agility Shortcut near the Cosmic Altar.|Misthalin|Skill|2319|656
777|Defeat a Rune Dragon|Defeat a Rune Dragon in the Lithkren Vault.|Fremennik Province|Combat|2319|657
782|Equip a Hill Giant Club|Equip a Hill Giant Club.|Misthalin|Combat|2319|658
786|Equip Bryophyta's Staff|Equip Bryophyta's Staff.|Misthalin|Combat|2319|659
789|Defeat the Abyssal Sire|Defeat the Abyssal Sire in the Abyssal Nexus.|Misthalin|Combat|2319|660
791|Defeat an Ancient Wyvern|Defeat an Ancient Wyvern on Fossil Island.|Misthalin|Combat|2319|661
799|Complete the Hard Lumbridge & Draynor Diary|Complete all of the hard tasks in the Lumbridge & Draynor Achievement Diary.|Misthalin|Achievement|2319|662
825|Harvest Some Sweetcorn in Prifddinas|Harvest some Sweetcorn from the Prifddinas Allotment patch.|Tirannwn|Skill|2319|663
827|Check a grown Crystal Tree|Check the health of a Crystal Tree you've grown in Prifddinas.|Tirannwn|Skill|2319|664
828|Catch a Crystal Impling|Catch a Crystal Impling in Prifddinas.|Tirannwn|Skill|2319|665
831|Complete the Prifddinas Agility Course|Complete a lap of the Prifddinas Agility Course.|Tirannwn|Skill|2319|666
832|Complete the Prifddinas Agility Course in 1:10|Complete a lap of the Prifddinas Agility Course in 1:10 or less.|Tirannwn|Skill|2319|667
835|Pickpocket an Elf 50 Times|Pickpocket an Elf 50 times.|Tirannwn|Skill|2319|668
837|Defeat a Waterfiend in Tirannwn|Defeat a Waterfiend in Tirannwn.|Tirannwn|Combat|2319|669
839|Craft a Piece of Crystal Armour|Use a Singing Bowl to craft any piece of Crystal armour.|Tirannwn|Skill|2319|670
841|Defeat a Moss Giant in Tirannwn|Defeat a Moss Giant in Tirannwn.|Tirannwn|Combat|2319|671
842|Defeat a Bloodveld in Tirannwn|Defeat a Bloodveld in Tirannwn.|Tirannwn|Combat|2319|672
843|Complete the Gauntlet|Complete the Gauntlet in Prifddinas.|Tirannwn|Minigame|2319|673
846|Defeat a Kurask in Tirannwn|Defeat a Kurask in Tirannwn.|Tirannwn|Combat|2319|674
847|Defeat Zalcano|Defeat Zalcano in Prifddinas.|Tirannwn|Combat|2319|675
849|Defeat Zulrah|Defeat Zulrah at the Poison Waste.|Tirannwn|Combat|2319|676
851|Defeat a Dark Beast in Tirannwn|Defeat a Dark Beast in Tirannwn.|Tirannwn|Combat|2319|677
853|Equip a Dark Bow|Equip a Dark Bow.|Tirannwn|Combat|2319|678
855|Defeat Zulrah in 1:30|Defeat Zulrah at the Poison Waste in 1:30 or less.|Tirannwn|Combat|2319|679
858|Complete the Gauntlet in 8:00|Complete the Gauntlet in Prifddinas in 8:00 or less.|Tirannwn|Minigame|2319|680
863|Equip a Crystal Bow|Equip a Crystal Bow.|Tirannwn|Combat|2319|681
866|Equip a Crystal Shield|Equip a Crystal Shield.|Tirannwn|Combat|2319|682
869|Equip a Crystal Halberd|Equip a Crystal Halberd.|Tirannwn|Combat|2319|683
872|Defeat a Nechryael in Tirannwn|Defeat a Nechryael in Tirannwn.|Tirannwn|Combat|2319|684
875|Craft an Eternal Teleport Crystal|Use a Singing Bowl to craft an Eternal Teleport Crystal.|Tirannwn|Other|2319|685
878|Find Every Memoriam Crystal|Find every Memoriam Crystal in Prifddinas and add them to the Memoriam Device.|Tirannwn|Other|2319|686
879|Open the Enhanced Crystal Chest|Open the Enhanced Crystal Chest in Prifddinas.|Tirannwn|Other|2319|687
880|Charter a Ship From Prifddinas to Port Tyras|Take a Charter Ship from Prifddinas to Port Tyras.|Tirannwn|Other|2319|688
882|Switch to the Lunar Spellbook|Switch to the Lunar Spellbook.|Fremennik Province|Skill|2319|689
883|Cast Moonclan Teleport|Cast the Moonclan Teleport spell.|Fremennik Province|Skill|2319|690
884|Cast Fertile Soil|Cast the Fertile Soil spell.|Fremennik Province|Skill|2319|691
887|Build a Gilded Altar|Build a Gilded Altar in a Chapel in your Player Owned House.|Fremennik Province|Skill|2319|692
890|Craft 50 Astral Runes|Craft 50 Astral Runes from Essence at the Astral Altar.|Fremennik Province|Skill|2319|693
892|Complete the Rellekka Agility Course|Complete a lap of the Rellekka Rooftop Agility Course.|Fremennik Province|Skill|2319|694
893|Harvest a Snapdragon in Weiss|Harvest a Snapdragon you've grown in Weiss.|Fremennik Province|Skill|2319|695
895|Trap a Sabre-toothed Kyatt|Trap a Sabre-toothed Kyatt.|Fremennik Province|Skill|2319|696
897|Use Some Icy Basalt to Teleport to Weiss|Use some Icy Basalt to teleport to Weiss.|Fremennik Province|Skill|2319|697
898|Use Your Portal Nexus to Teleport to Weiss|Use a Portal Nexus in your Player Owned House to teleport to Weiss.|Fremennik Province|Skill|2319|698
901|Defeat a Basilisk Knight|Defeat a Basilisk Knight in the Jormungand's Prison.|Fremennik Province|Combat|2319|699
902|Defeat Vorkath|Defeat Vorkath on Ungael.|Fremennik Province|Combat|2319|700
907|Equip an Ava's Assembler|Equip an Ava's Assembler.|Fremennik Province|Combat|2319|701
911|Defeat Vorkath in 2:00|Defeat Vorkath on Ungael in 2:00 or less.|Fremennik Province|Combat|2319|702
916|Defeat the Dagannoth Kings Without Leaving|Defeat all three of the Dagannoth Kings in the Waterbirth Island Dungeon without leaving their area.|Fremennik Province|Combat|2319|703
919|Equip a Berserker Ring|Equip a Berserker Ring.|Fremennik Province|Combat|2319|704
921|Equip a Warrior Ring|Equip a Warrior Ring.|Fremennik Province|Combat|2319|705
924|Equip a Seer's Ring|Equip a Seer's Ring.|Fremennik Province|Combat|2319|706
927|Equip an Archer's Ring|Equip an Archer's Ring.|Fremennik Province|Combat|2319|707
932|Use the Special Attack of a Dragon Axe|Use the special attack of a Dragon Axe.|Fremennik Province|Combat|2319|708
937|Equip a Mud Battlestaff|Equip a Mud Battlestaff.|Fremennik Province|Combat|2319|709
938|Equip a Seercull|Equip a Seercull.|Fremennik Province|Combat|2319|710
939|Equip a Leaf-Bladed Battleaxe|Equip a Leaf-Bladed Battleaxe in The Fremennik Provinces.|Fremennik Province|Combat|2319|711
940|Equip a Full Skeletal Armour Set|Equip a full set of Skeletal armour.|Fremennik Province|Combat|2319|712
941|Equip a Full Spined Armour Set|Equip a full set of Spined armour.|Fremennik Province|Combat|2319|713
942|Equip a Full Rockshell Armour Set|Equip a full set of Rockshell armour.|Fremennik Province|Combat|2319|714
945|Complete the Hard Fremennik Diary|Complete all of the hard tasks in the Fremennik Achievement Diary.|Fremennik Province|Achievement|2319|715
949|Collect Miscellania Resources at Full Approval|Collect some resources on Miscellania with an approval rating of 100%.|Fremennik Province|Other|2319|716
957|Cook 100 Karambwans|Cook 100 Karambwan.|Karamja|Skill|2319|717
960|Take a Shortcut Across the Shilo Village River|Use the Stepping Stones Agility Shortcut in Shilo Village.|Karamja|Skill|2319|718
966|Catch 100 Karambwan|Catch 100 Karambwan on Karamja.|Karamja|Skill|2319|719
967|Check a grown Calquat Tree|Check the health of a Calquat Tree you've grown on Karamja.|Karamja|Skill|2319|720
971|Equip an Obsidian Cape|Equip an Obsidian Cape.|Karamja|Combat|2319|721
972|Equip a Full Obsidian Armour Set|Equip a full set of Obsidian armour.|Karamja|Combat|2319|722
975|Receive a Slayer Task From Duradel|Receive a Slayer Task From Duradel in Shilo Village.|Karamja|Combat|2319|723
976|Equip a Toktz-Ket-Xil|Equip a Toktz-Ket-Xil.|Karamja|Combat|2319|724
977|Survive a Hit From TzTok-Jad Without Prayer|Survive a Magic or Ranged hit from TzTok-Jad in the TzHaar Fight Cave without using a protection prayer.|Karamja|Minigame|2319|725
981|Equip a TzHaar-Ket-Om|Equip a TzHaar-Ket-Om.|Karamja|Combat|2319|726
982|Equip Some Dragon Platelegs or a Dragon Plateskirt|Equip either some Dragon Platelegs or a Dragon Plateskirt.|Karamja|Combat|2319|727
985|Equip a Toktz-Xil-Ak|Equip a Toktz-Xil-Ak.|Karamja|Combat|2319|728
986|Equip a Toktz-Xil-Ek|Equip a Toktz-Xil-Ek.|Karamja|Combat|2319|729
996|Complete the Hard Karamja Diary|Complete all of the hard tasks in the Karamja Achievement Diary.|Karamja|Achievement|2319|730
1000|Equip a Red Topaz Machete|Equip a Red Topaz Machete.|Karamja|Other|2319|731
1004|Find a Gout Tuber|Find a Gout Tuber in Tai Bwo Wannai.|Karamja|Minigame|2319|732
1008|Pickpocket a Hero|Pickpocket any Hero.|Kandarin|Skill|2319|733
1011|Complete the Seers' Village Agility Course|Complete a lap of the Seers' Village Rooftop Agility Course.|Kandarin|Skill|2319|734
1015|Catch 50 Red Chinchompas in Kandarin|Catch 50 Red Chinchompas in Kandarin|Kandarin|Skill|2319|735
1019|Catch a Monkfish|Catch a Monkfish at the Piscatoris Fishing Colony.|Kandarin|Skill|2319|736
1022|Equip a Full Angler's Outfit|Equip a full set of Angler gear.|Kandarin|Skill|2319|737
1029|Defeat a Demonic Gorilla|Defeat a Demonic Gorilla in the Crash Site Cavern.|Kandarin|Combat|2319|738
1038|Equip a Fighter Torso|Equip a Fighter Torso.|Kandarin|Combat|2319|739
1041|Defeat a Cave Kraken|Defeat a Cave Kraken in Kraken Cove.|Kandarin|Combat|2319|740
1045|Equip a Trident of the Seas|Equip a Trident of the Seas.|Kandarin|Combat|2319|741
1050|Use the Piety Prayer|Use the Piety prayer.|Kandarin|Combat|2319|742
1059|Enter the Myths' Guild|Enter the Myths' Guild.|Kandarin|Other|2319|743
1062|Reach Level 5 in Any Barbarian Assault Role|Reach level 5 in any Barbarian Assault Role.|Kandarin|Minigame|2319|744
1074|Equip an Ogre Expert Chompy Hat|Equip an Ogre Expert Chompy Hat.|Kandarin|Other|2319|745
1077|Equip a Monkey Backpack|Equip a Monkey Backpack.|Kandarin|Skill|2319|746
1078|Equip a Karamja Monkey Backpack|Equip a Karamja Monkey Backpack.|Kandarin|Skill|2319|747
1079|Equip a Maniacal Monkey Backpack|Equip a Maniacal Monkey Backpack.|Kandarin|Skill|2319|748
1084|Complete the Hard Kandarin Diary|Complete all of the hard tasks in the Kandarin Achievement Diary.|Kandarin|Achievement|2319|749
1088|Complete the Hard Western Provinces Diary|Complete all of the hard tasks in the Western Provinces Achievement Diary.|Global|Achievement|2319|750
1092|Equip a Full Graceful Outfit|Equip a full set of Graceful gear.|Asgarnia|Skill|2319|751
1093|Equip a Full Rogue Outfit|Equip a full set of Rogue gear.|Asgarnia|Skill|2319|752
1095|Equip a Full Prospector Outfit|Equip a full set of Prospector gear.|Asgarnia|Skill|2319|753
1099|Craft 50 Law Runes|Craft 50 Law Runes from Essence at the Law Altar.|Asgarnia|Skill|2319|754
1100|Make 20 Ranging Potions|Make 20 Ranging Potions.|Asgarnia|Skill|2319|755
1101|Make 20 Stamina Potions|Make 20 Stamina Potions.|Asgarnia|Skill|2319|756
1106|Equip a Dragon Defender|Equip a Dragon Defender.|Asgarnia|Combat|2319|757
1111|Defeat K'ril Tsutsaroth|Defeat K'ril Tsutsaroth in the God Wars Dungeon.|Asgarnia|Combat|2319|758
1116|Defeat General Graardor|Defeat General Graardor in the God Wars Dungeon.|Asgarnia|Combat|2319|759
1120|Defeat Kree'arra|Defeat Kree'arra in the God Wars Dungeon.|Asgarnia|Combat|2319|760
1124|Defeat Commander Zilyana|Defeat Commander Zilyana in the God Wars Dungeon.|Asgarnia|Combat|2319|761
1522|The Frozen Door|Complete the mini-quest 'The Frozen Door'.|Asgarnia|Quest|2319|762
1510|Defeat Nex|Defeat Nex in the God Wars Dungeon.|Asgarnia|Combat|2319|763
1511|Defeat Nex 10 Times|Defeat Nex in the God Wars Dungeon 10 times.|Asgarnia|Combat|2319|764
1512|Defeat Nex 25 Times|Defeat Nex in the God Wars Dungeon 25 times.|Asgarnia|Combat|2319|765
1513|Defeat Nex 50 Times|Defeat Nex in the God Wars Dungeon 50 times.|Asgarnia|Combat|2319|766
1517|Equip a Piece of Torva Armour|Equip either a Torva full helm, a Torva platebody or some Torva platelegs.|Asgarnia|Other|2319|767
1520|Equip a Zaryte Crossbow|Obtain and equip a Zaryte Crossbow.|Asgarnia|Other|2319|768
1519|Equip an Ancient godsword|Obtain and equip an Ancient Godsword.|Asgarnia|Other|2319|769
1521|Equip some Zaryte Vambraces|Obtain and equip some Zaryte Vambraces.|Asgarnia|Other|2319|770
1131|Equip a Pair of Dragon Boots|Equip a pair of Dragon Boots.|Asgarnia|Combat|2319|771
1140|Complete the Hard Falador Diary|Complete all of the hard tasks in the Falador Achievement Diary.|Asgarnia|Achievement|2319|772
1143|Equip a Full Void Knight Set|Equip a full set of Void Knight equipment.|Asgarnia|Combat|2319|773
1145|Turn in 100 Mole Claws to Wyson the Gardener|Turn in 100 Mole Claws to Wyson the Gardener in Falador.|Asgarnia|Other|2319|774
1149|Keep the Veteran Void Knight Above 150 Hitpoints|Complete a game of Veteran Pest Control without letting the Void Knight fall below 150 Hitpoints.|Asgarnia|Minigame|2319|775
1152|Complete a Game of Veteran Pest Control|Complete a game of Veteran Pest Control.|Asgarnia|Minigame|2319|776
1159|Complete Room 6 of Pyramid Plunder|Search the Golden Chest in Room 6 of Pyramid Plunder in Sophanem.|Kharidian Desert|Minigame|2319|777
1160|Complete Room 7 of Pyramid Plunder|Search the Golden Chest in Room 7 of Pyramid Plunder in Sophanem.|Kharidian Desert|Minigame|2319|778
1168|Pick a Summer Sq'irk|Pick a Summer Sq'irk in the Sorceress's Garden.|Kharidian Desert|Minigame|2319|779
1171|Turn in 25 Autumn Sq'irkjuices to Osman|Turn in 25 Autumn Sq'irkjuices to Osman in Al Kharid in one go.|Kharidian Desert|Minigame|2319|780
1174|Pickpocket a Menaphite Thug 50 Times|Knock out and then pickpocket a Menaphite Thug 50 times.|Kharidian Desert|Skill|2319|781
1179|Make 20 Magic Potions|Make 20 Magic Potions.|Kharidian Desert|Skill|2319|782
1180|Check a grown Cactus|Check the health of a Cactus you've grown in Al Kharid.|Kharidian Desert|Skill|2319|783
1181|Check a grown Potato Cactus|Check the health of a Potato Cactus you've grown in Al Kharid.|Kharidian Desert|Skill|2319|784
1186|Defeat a Dust Devil in the Kharidian Desert|Defeat a Dust Devil in the Kharidian Desert.|Kharidian Desert|Combat|2319|785
